"dim_year" "dim_month" "addsToCart" "sessions_month" "transactions_month" "QTY_month" "ECR_month"
"1" 2012 7 191504 1325.15344827586 31.3120689655172 54.8344827586207 0.0236290136861183
"2" 2012 8 217666 1373.1101836394 32.1853088480801 57.8430717863105 0.0234397131647321
"3" 2012 9 123726 1179.09786476868 27.8612099644128 50.5800711743772 0.0236292599595867
"4" 2012 10 139803 1097.52791878173 24.1539763113367 45.0524534686971 0.0220076190299997
"5" 2012 11 186572 1062.96666666667 25.8783333333333 46.8866666666667 0.0243453855561479
"6" 2012 12 168972 1257.37898089172 31.734076433121 55.3375796178344 0.025238274947634
"7" 2013 1 147619 1470.57516339869 35.2287581699346 63.4738562091503 0.02395576849572
"8" 2013 2 135882 1017.05545286506 26.184842883549 49.996303142329 0.0257457376682715
"9" 2013 3 109797 1303.8347107438 29.4280991735537 53.0280991735537 0.0225704216424533
"10" 2013 4 183842 1639.20733249052 38.3931731984829 69.4639696586599 0.0234217920073299
"11" 2013 5 136720 1457.62077596996 35.5306633291614 64.6170212765958 0.0243757937008807
"12" 2013 6 107970 1681.39709443099 41.8135593220339 74.9285714285714 0.0248683427969073
